Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Is_Verified,Length_Referent_Text,Pinned,Class
42,48,FALSE,accepted,0,FALSE,2503,TRUE,44,FALSE,low
103,107,FALSE,accepted,0,FALSE,21495,TRUE,29,FALSE,high
17,18,FALSE,accepted,0,FALSE,2503,TRUE,50,FALSE,low
25,27,FALSE,accepted,1,FALSE,8610,FALSE,27,FALSE,high
7,18,FALSE,unreviewed,0,FALSE,419,FALSE,67,FALSE,low
25,26,FALSE,accepted,0,FALSE,598,FALSE,222,FALSE,high
20,29,FALSE,accepted,0,FALSE,419,FALSE,34,FALSE,low
35,42,FALSE,unreviewed,0,FALSE,598,FALSE,51,FALSE,low
25,26,FALSE,accepted,0,FALSE,8610,FALSE,107,FALSE,high
0,9,FALSE,unreviewed,0,FALSE,38,FALSE,41,FALSE,low
13,15,FALSE,unreviewed,3,FALSE,598,FALSE,162,FALSE,low
29,38,FALSE,unreviewed,0,FALSE,598,FALSE,42,FALSE,low
34,36,FALSE,accepted,0,TRUE,2503,TRUE,35,FALSE,low
30,31,FALSE,accepted,0,FALSE,2503,TRUE,41,FALSE,high
29,38,FALSE,unreviewed,0,FALSE,598,FALSE,42,FALSE,low
15,18,FALSE,accepted,0,FALSE,693,FALSE,7,FALSE,low
42,49,FALSE,accepted,1,TRUE,17568,TRUE,38,FALSE,high
55,62,FALSE,unreviewed,0,TRUE,8610,FALSE,23,FALSE,low
0,20,FALSE,unreviewed,0,FALSE,38,FALSE,33,FALSE,low
16,17,FALSE,accepted,1,FALSE,2503,TRUE,31,FALSE,high
37,38,FALSE,accepted,0,TRUE,8610,FALSE,59,FALSE,low
47,51,FALSE,accepted,0,TRUE,21495,TRUE,182,FALSE,low
40,46,FALSE,accepted,0,TRUE,8610,FALSE,18,FALSE,high
9,16,FALSE,accepted,0,FALSE,598,FALSE,42,FALSE,low
46,49,FALSE,accepted,0,TRUE,21495,TRUE,6,FALSE,high
21,24,TRUE,verified,0,TRUE,8610,FALSE,136,TRUE,high
55,66,FALSE,accepted,0,FALSE,419,FALSE,35,FALSE,low
106,107,FALSE,accepted,0,FALSE,17568,TRUE,60,FALSE,high
30,38,FALSE,accepted,0,FALSE,419,FALSE,142,FALSE,low
31,34,FALSE,accepted,0,TRUE,17568,TRUE,65,FALSE,low
17,18,FALSE,accepted,4,TRUE,2503,TRUE,92,FALSE,high
18,19,FALSE,accepted,0,FALSE,10964,FALSE,78,FALSE,high
65,67,FALSE,accepted,0,FALSE,8610,FALSE,29,FALSE,high
18,19,FALSE,accepted,2,FALSE,10964,FALSE,104,FALSE,high
12,13,FALSE,accepted,0,FALSE,17568,TRUE,276,FALSE,high
20,31,FALSE,unreviewed,0,FALSE,598,FALSE,35,FALSE,low
37,42,TRUE,verified,22,TRUE,17568,TRUE,7,TRUE,high
40,42,FALSE,accepted,0,TRUE,17568,TRUE,41,FALSE,low
19,21,FALSE,accepted,0,FALSE,2503,TRUE,7,FALSE,high
11,12,FALSE,accepted,1,FALSE,8610,FALSE,278,FALSE,high
10,18,FALSE,unreviewed,0,FALSE,2660,FALSE,135,FALSE,low
53,54,FALSE,accepted,0,FALSE,8610,FALSE,111,FALSE,high
35,39,TRUE,verified,0,TRUE,8610,FALSE,176,TRUE,high
39,42,FALSE,accepted,2,TRUE,10964,FALSE,9,FALSE,high
66,67,FALSE,accepted,1,FALSE,2503,TRUE,279,FALSE,low
29,30,FALSE,accepted,0,TRUE,2503,TRUE,35,FALSE,low
35,39,FALSE,accepted,1,TRUE,8610,FALSE,7,FALSE,low
27,28,FALSE,accepted,0,TRUE,10964,FALSE,25,FALSE,high
9,23,FALSE,unreviewed,0,FALSE,419,FALSE,78,FALSE,low
118,122,FALSE,accepted,1,TRUE,17568,TRUE,6,FALSE,high
32,42,TRUE,verified,12,TRUE,8610,FALSE,67,TRUE,high
17,18,FALSE,accepted,0,TRUE,2503,TRUE,23,FALSE,high
10,11,FALSE,accepted,2,TRUE,10964,FALSE,120,FALSE,high
36,38,FALSE,accepted,0,FALSE,693,FALSE,19,FALSE,high
48,51,FALSE,accepted,2,TRUE,17568,TRUE,22,FALSE,high
20,29,FALSE,unreviewed,0,FALSE,419,FALSE,30,FALSE,low
0,5,FALSE,unreviewed,0,FALSE,38,FALSE,39,FALSE,low
9,10,FALSE,accepted,0,TRUE,10964,FALSE,139,FALSE,high
29,36,FALSE,unreviewed,0,FALSE,2503,TRUE,30,FALSE,low
20,21,FALSE,accepted,0,FALSE,21495,TRUE,94,FALSE,high
16,17,FALSE,accepted,0,FALSE,2503,TRUE,46,FALSE,low
33,34,FALSE,accepted,0,TRUE,2503,TRUE,61,FALSE,low
21,33,FALSE,unreviewed,0,FALSE,598,FALSE,69,FALSE,low
18,21,FALSE,unreviewed,0,FALSE,598,FALSE,25,FALSE,low
94,104,FALSE,accepted,0,TRUE,2660,FALSE,14,FALSE,low
1,12,FALSE,unreviewed,0,FALSE,419,FALSE,80,FALSE,low
17,20,FALSE,accepted,0,TRUE,17568,TRUE,127,FALSE,high
21,26,FALSE,accepted,1,FALSE,419,FALSE,21,FALSE,low
8,10,FALSE,accepted,1,FALSE,693,FALSE,52,FALSE,high
12,13,FALSE,accepted,0,FALSE,17568,TRUE,191,FALSE,high
38,41,FALSE,accepted,2,FALSE,2660,FALSE,75,FALSE,high
11,20,FALSE,unreviewed,1,FALSE,598,FALSE,8,FALSE,low
23,24,FALSE,accepted,0,TRUE,21495,TRUE,73,FALSE,high
30,31,FALSE,accepted,0,FALSE,2503,TRUE,20,FALSE,high
23,24,FALSE,accepted,0,FALSE,10964,FALSE,158,FALSE,high
22,24,FALSE,accepted,0,FALSE,21495,TRUE,37,FALSE,high
43,48,FALSE,accepted,0,FALSE,2503,TRUE,74,FALSE,low
66,69,FALSE,accepted,0,FALSE,10964,FALSE,91,FALSE,high
10,11,FALSE,accepted,2,TRUE,10964,FALSE,160,FALSE,high
16,22,FALSE,accepted,0,FALSE,419,FALSE,42,FALSE,low
13,14,FALSE,accepted,0,FALSE,10964,FALSE,49,FALSE,high
19,21,FALSE,accepted,0,FALSE,598,FALSE,61,FALSE,low
24,28,FALSE,unreviewed,0,FALSE,598,FALSE,136,FALSE,low
17,18,FALSE,accepted,0,TRUE,2503,TRUE,185,FALSE,high
24,33,FALSE,accepted,0,FALSE,419,FALSE,82,FALSE,low
2,9,FALSE,unreviewed,2,FALSE,38,FALSE,43,FALSE,low
48,49,FALSE,accepted,0,FALSE,2503,TRUE,30,FALSE,low
11,20,FALSE,unreviewed,0,FALSE,598,FALSE,18,FALSE,low
22,29,FALSE,unreviewed,0,FALSE,2660,FALSE,50,FALSE,low
54,56,FALSE,accepted,1,TRUE,17568,TRUE,43,FALSE,low
44,45,FALSE,accepted,5,FALSE,21495,TRUE,191,FALSE,high
39,49,FALSE,unreviewed,0,FALSE,419,FALSE,26,FALSE,low
17,24,FALSE,unreviewed,0,FALSE,598,FALSE,62,FALSE,low
62,69,TRUE,verified,6,TRUE,8610,FALSE,6,TRUE,high
28,29,FALSE,accepted,0,FALSE,10964,FALSE,105,FALSE,high
31,58,TRUE,accepted,0,FALSE,10964,FALSE,31,FALSE,low
16,19,FALSE,unreviewed,0,FALSE,693,FALSE,18,FALSE,low
6,8,FALSE,accepted,0,FALSE,598,FALSE,88,FALSE,low
57,58,FALSE,accepted,2,FALSE,2503,TRUE,88,FALSE,low
42,43,FALSE,accepted,1,TRUE,419,FALSE,41,FALSE,low
32,35,FALSE,accepted,2,FALSE,2660,FALSE,79,FALSE,low
17,20,FALSE,unreviewed,0,TRUE,17568,TRUE,66,FALSE,low
12,13,FALSE,accepted,0,TRUE,10964,FALSE,94,FALSE,high
55,57,FALSE,accepted,1,TRUE,17568,TRUE,61,FALSE,high
55,66,FALSE,accepted,0,FALSE,419,FALSE,39,FALSE,low
84,89,FALSE,accepted,0,FALSE,21495,TRUE,42,FALSE,high
41,49,FALSE,unreviewed,0,FALSE,693,FALSE,44,FALSE,low
35,39,FALSE,accepted,0,FALSE,8610,FALSE,32,FALSE,high
36,40,FALSE,accepted,0,TRUE,21495,TRUE,22,FALSE,high
33,34,FALSE,accepted,0,FALSE,693,FALSE,30,FALSE,low
6,12,FALSE,unreviewed,0,FALSE,598,FALSE,41,FALSE,low
27,29,FALSE,accepted,0,FALSE,2660,FALSE,14,FALSE,high
60,62,FALSE,accepted,0,TRUE,10964,FALSE,40,FALSE,low
53,54,FALSE,accepted,0,FALSE,8610,FALSE,67,FALSE,high
45,47,FALSE,accepted,0,TRUE,10964,FALSE,47,FALSE,high
9,23,FALSE,unreviewed,0,FALSE,419,FALSE,17,FALSE,low
25,26,FALSE,accepted,0,FALSE,8610,FALSE,202,FALSE,high
31,32,FALSE,accepted,0,FALSE,693,FALSE,43,FALSE,high
38,40,FALSE,accepted,0,TRUE,17568,TRUE,164,FALSE,high
25,26,FALSE,accepted,0,FALSE,8610,FALSE,143,FALSE,high
2,17,FALSE,unreviewed,0,FALSE,38,FALSE,26,FALSE,low
5,18,FALSE,unreviewed,1,FALSE,419,FALSE,96,FALSE,low
22,28,FALSE,accepted,0,TRUE,8610,FALSE,109,FALSE,high
42,48,FALSE,unreviewed,1,FALSE,2503,TRUE,99,FALSE,low
55,66,FALSE,unreviewed,0,FALSE,419,FALSE,43,FALSE,low
26,27,FALSE,accepted,0,FALSE,693,FALSE,104,FALSE,low
21,22,FALSE,accepted,0,TRUE,8610,FALSE,139,FALSE,high
32,42,TRUE,verified,52,TRUE,8610,FALSE,59,TRUE,high
12,13,FALSE,accepted,0,TRUE,10964,FALSE,17,FALSE,low
17,18,FALSE,accepted,1,FALSE,2503,TRUE,52,FALSE,high
44,57,FALSE,unreviewed,0,TRUE,598,FALSE,56,FALSE,low
39,43,TRUE,verified,79,TRUE,17568,TRUE,105,TRUE,high
16,22,FALSE,accepted,1,FALSE,2660,FALSE,89,FALSE,low
15,23,FALSE,accepted,1,FALSE,598,FALSE,62,FALSE,low
48,49,FALSE,accepted,1,FALSE,2503,TRUE,66,FALSE,low
39,42,FALSE,accepted,1,TRUE,21495,TRUE,31,FALSE,high
8,16,FALSE,accepted,0,TRUE,598,FALSE,146,FALSE,low
34,36,FALSE,accepted,0,FALSE,2503,TRUE,166,FALSE,low
14,22,FALSE,unreviewed,0,FALSE,2660,FALSE,86,FALSE,low
11,12,FALSE,accepted,0,FALSE,8610,FALSE,26,FALSE,high
66,67,FALSE,accepted,0,FALSE,2503,TRUE,39,FALSE,low
26,37,FALSE,accepted,0,TRUE,598,FALSE,80,FALSE,low
33,36,TRUE,verified,1,TRUE,8610,FALSE,141,TRUE,high
55,62,TRUE,verified,1,TRUE,8610,FALSE,49,TRUE,high
17,18,FALSE,accepted,0,TRUE,21495,TRUE,61,FALSE,high
16,19,FALSE,accepted,0,FALSE,693,FALSE,55,FALSE,low
36,49,FALSE,accepted,0,FALSE,419,FALSE,179,FALSE,low
0,9,FALSE,unreviewed,0,FALSE,38,FALSE,30,FALSE,low
19,20,FALSE,accepted,1,FALSE,693,FALSE,71,FALSE,high
51,52,FALSE,accepted,0,TRUE,2503,TRUE,39,FALSE,high
26,29,FALSE,accepted,0,FALSE,693,FALSE,62,FALSE,high
13,14,FALSE,accepted,0,FALSE,10964,FALSE,54,FALSE,high
42,43,FALSE,accepted,0,FALSE,10964,FALSE,12,FALSE,low
22,27,FALSE,accepted,0,FALSE,693,FALSE,58,FALSE,low
14,23,FALSE,accepted,1,FALSE,419,FALSE,20,FALSE,low
25,27,FALSE,accepted,5,FALSE,8610,FALSE,50,FALSE,high
29,36,FALSE,accepted,0,FALSE,2503,TRUE,29,FALSE,low
12,13,FALSE,accepted,0,FALSE,17568,TRUE,53,FALSE,high
21,33,FALSE,unreviewed,0,FALSE,598,FALSE,127,FALSE,low
65,67,FALSE,accepted,0,FALSE,8610,FALSE,47,FALSE,high
24,29,FALSE,accepted,0,TRUE,8610,FALSE,100,FALSE,high
29,36,FALSE,accepted,0,FALSE,2503,TRUE,117,FALSE,low
19,20,FALSE,accepted,1,TRUE,2503,TRUE,176,FALSE,low
134,137,FALSE,accepted,3,FALSE,21495,TRUE,55,FALSE,high
30,35,FALSE,unreviewed,0,FALSE,2660,FALSE,95,FALSE,low
29,36,FALSE,unreviewed,0,FALSE,2503,TRUE,76,FALSE,low
40,50,FALSE,unreviewed,1,TRUE,17568,TRUE,64,FALSE,low
17,18,FALSE,accepted,2,FALSE,2503,TRUE,82,FALSE,low
26,28,FALSE,accepted,0,FALSE,2660,FALSE,102,FALSE,low
33,36,FALSE,accepted,0,TRUE,8610,FALSE,16,FALSE,high
13,18,FALSE,accepted,0,FALSE,693,FALSE,259,FALSE,high
50,52,FALSE,accepted,1,FALSE,2503,TRUE,53,FALSE,low
53,55,FALSE,unreviewed,4,TRUE,17568,TRUE,36,FALSE,high
25,26,FALSE,accepted,4,FALSE,8610,FALSE,148,FALSE,high
8,16,FALSE,unreviewed,3,TRUE,598,FALSE,60,FALSE,low
44,46,FALSE,accepted,0,FALSE,2503,TRUE,28,FALSE,low
18,22,FALSE,accepted,1,TRUE,17568,TRUE,53,FALSE,high
24,25,FALSE,accepted,0,FALSE,8610,FALSE,40,FALSE,high
62,69,TRUE,verified,4,TRUE,8610,FALSE,76,TRUE,high
34,36,FALSE,accepted,0,TRUE,2503,TRUE,45,FALSE,low
45,47,FALSE,accepted,3,TRUE,10964,FALSE,107,FALSE,high
33,38,FALSE,accepted,0,FALSE,419,FALSE,75,FALSE,high
51,52,FALSE,accepted,0,TRUE,21495,TRUE,491,FALSE,high
38,39,FALSE,accepted,0,FALSE,8610,FALSE,61,FALSE,high
9,10,FALSE,accepted,0,TRUE,10964,FALSE,126,FALSE,high
53,55,FALSE,accepted,1,TRUE,17568,TRUE,48,FALSE,high
48,51,FALSE,accepted,0,TRUE,17568,TRUE,29,FALSE,high
23,24,FALSE,accepted,0,TRUE,21495,TRUE,32,FALSE,high
45,46,FALSE,accepted,1,TRUE,10964,FALSE,58,FALSE,high
22,35,TRUE,accepted,0,TRUE,10964,FALSE,94,FALSE,low
35,42,FALSE,unreviewed,0,FALSE,598,FALSE,46,FALSE,low
14,22,FALSE,unreviewed,0,FALSE,2660,FALSE,5,FALSE,low
43,48,FALSE,accepted,0,FALSE,2503,TRUE,15,FALSE,low
22,24,TRUE,verified,43,FALSE,21495,TRUE,48,TRUE,high
24,27,FALSE,accepted,1,TRUE,598,FALSE,148,FALSE,high
19,20,FALSE,accepted,0,TRUE,2503,TRUE,240,FALSE,low
22,27,FALSE,accepted,0,FALSE,693,FALSE,70,FALSE,low
25,27,FALSE,accepted,3,TRUE,10964,FALSE,44,FALSE,low
7,8,FALSE,accepted,0,FALSE,10964,FALSE,106,FALSE,high
22,26,FALSE,accepted,0,FALSE,2660,FALSE,158,FALSE,low
19,22,FALSE,accepted,0,FALSE,2660,FALSE,125,FALSE,high
31,34,FALSE,accepted,0,TRUE,17568,TRUE,55,FALSE,low
28,29,FALSE,accepted,0,FALSE,10964,FALSE,97,FALSE,high
4,9,FALSE,accepted,3,FALSE,2660,FALSE,74,FALSE,low
9,10,FALSE,accepted,0,TRUE,10964,FALSE,24,FALSE,high
34,35,FALSE,accepted,0,FALSE,2660,FALSE,28,FALSE,low
54,58,FALSE,accepted,0,FALSE,693,FALSE,106,FALSE,low
50,57,FALSE,accepted,1,FALSE,2503,TRUE,40,FALSE,low
15,18,FALSE,accepted,0,FALSE,693,FALSE,20,FALSE,low
30,35,FALSE,accepted,0,FALSE,2660,FALSE,31,FALSE,high
55,56,FALSE,accepted,1,TRUE,17568,TRUE,24,FALSE,high
0,2,FALSE,unreviewed,0,FALSE,38,FALSE,45,FALSE,low
73,76,FALSE,accepted,0,FALSE,2503,TRUE,25,FALSE,low
7,8,FALSE,accepted,1,FALSE,10964,FALSE,45,FALSE,high
8,16,FALSE,unreviewed,0,TRUE,598,FALSE,43,FALSE,low
110,117,FALSE,accepted,1,FALSE,2503,TRUE,11,FALSE,low
25,27,FALSE,accepted,0,FALSE,8610,FALSE,117,FALSE,high
41,49,FALSE,unreviewed,0,FALSE,693,FALSE,50,FALSE,low
21,26,FALSE,unreviewed,1,FALSE,419,FALSE,49,FALSE,low
13,18,FALSE,unreviewed,1,FALSE,693,FALSE,126,FALSE,low
23,24,FALSE,accepted,0,FALSE,10964,FALSE,90,FALSE,high
20,23,FALSE,accepted,2,TRUE,2660,FALSE,45,FALSE,high
8,10,FALSE,accepted,1,FALSE,693,FALSE,110,FALSE,high
19,20,FALSE,accepted,1,FALSE,693,FALSE,21,FALSE,high
29,30,FALSE,accepted,0,TRUE,2503,TRUE,94,FALSE,low
23,24,FALSE,accepted,3,FALSE,693,FALSE,43,FALSE,low
19,21,FALSE,accepted,1,FALSE,598,FALSE,96,FALSE,low
11,20,FALSE,unreviewed,0,FALSE,598,FALSE,1,FALSE,low
8,16,FALSE,accepted,0,TRUE,598,FALSE,199,FALSE,low
26,28,FALSE,accepted,1,FALSE,2660,FALSE,376,FALSE,high
30,35,FALSE,unreviewed,1,FALSE,2660,FALSE,115,FALSE,high
7,18,FALSE,accepted,1,FALSE,419,FALSE,47,FALSE,low
39,47,FALSE,accepted,0,FALSE,2660,FALSE,34,FALSE,low
36,40,FALSE,accepted,0,TRUE,21495,TRUE,16,FALSE,high
21,22,FALSE,accepted,1,TRUE,8610,FALSE,52,FALSE,high
7,12,FALSE,accepted,0,TRUE,2503,TRUE,128,FALSE,high
24,33,FALSE,unreviewed,0,FALSE,419,FALSE,39,FALSE,low
30,32,FALSE,accepted,0,TRUE,693,FALSE,48,FALSE,low
39,42,FALSE,accepted,0,TRUE,21495,TRUE,63,FALSE,high
29,32,FALSE,unreviewed,0,TRUE,17568,TRUE,241,FALSE,low
1,12,FALSE,unreviewed,0,FALSE,419,FALSE,145,FALSE,low
4,13,FALSE,unreviewed,0,FALSE,598,FALSE,163,FALSE,low
9,16,FALSE,unreviewed,0,FALSE,598,FALSE,228,FALSE,low
48,50,FALSE,accepted,1,TRUE,17568,TRUE,31,FALSE,high
57,58,FALSE,accepted,1,FALSE,2503,TRUE,63,FALSE,low
55,56,FALSE,accepted,5,TRUE,17568,TRUE,13,FALSE,high
33,34,FALSE,accepted,0,FALSE,693,FALSE,76,FALSE,high
103,107,TRUE,verified,3,FALSE,21495,TRUE,84,TRUE,high
24,25,FALSE,accepted,0,TRUE,17568,TRUE,85,FALSE,high
52,55,FALSE,accepted,0,FALSE,693,FALSE,45,FALSE,low
47,49,FALSE,accepted,0,TRUE,2503,TRUE,68,FALSE,low
20,25,FALSE,accepted,0,FALSE,419,FALSE,31,FALSE,low
32,35,FALSE,accepted,0,FALSE,2660,FALSE,53,FALSE,low
23,24,FALSE,accepted,4,FALSE,10964,FALSE,71,FALSE,high
23,24,FALSE,accepted,0,FALSE,693,FALSE,53,FALSE,low
38,39,FALSE,accepted,0,FALSE,8610,FALSE,30,FALSE,high
2,17,FALSE,accepted,0,FALSE,38,FALSE,114,FALSE,low
40,42,FALSE,accepted,0,TRUE,17568,TRUE,32,FALSE,high
19,21,FALSE,accepted,1,FALSE,2503,TRUE,52,FALSE,low
48,51,FALSE,accepted,3,TRUE,17568,TRUE,83,FALSE,high
36,40,FALSE,accepted,0,TRUE,21495,TRUE,108,FALSE,high
59,65,FALSE,accepted,0,TRUE,17568,TRUE,12,FALSE,high
25,26,FALSE,accepted,1,FALSE,8610,FALSE,167,FALSE,high
14,27,FALSE,unreviewed,0,FALSE,419,FALSE,152,FALSE,low
33,38,FALSE,accepted,0,FALSE,419,FALSE,19,FALSE,high
4,13,FALSE,unreviewed,0,FALSE,598,FALSE,66,FALSE,low
10,11,FALSE,accepted,2,TRUE,10964,FALSE,225,FALSE,high
30,31,FALSE,accepted,0,TRUE,21495,TRUE,25,FALSE,high
48,49,FALSE,accepted,0,FALSE,2503,TRUE,60,FALSE,low
44,57,FALSE,unreviewed,0,TRUE,598,FALSE,146,FALSE,low
50,52,FALSE,accepted,0,FALSE,2503,TRUE,46,FALSE,low
17,18,FALSE,accepted,1,TRUE,21495,TRUE,40,FALSE,high
42,43,FALSE,accepted,1,TRUE,419,FALSE,17,FALSE,high
26,29,FALSE,accepted,0,FALSE,693,FALSE,75,FALSE,high
32,42,TRUE,verified,43,TRUE,8610,FALSE,30,TRUE,high
